# Created by Octave 3.6.2, Tue Mar 19 18:23:46 2013 CET <fhuizing@europa>
# name: posITRF
# type: matrix
# rows: 288
# columns: 3
3826579.4925 461005.105196 5064892.578
3826578.0655 461002.706196 5064893.866
3826566.2785 461008.429195 5064902.196
3826561.2385 461023.545195 5064904.613
3826561.0485 461028.462194 5064904.311
3826567.3715 461037.218195 5064898.774
3826577.4715 461040.701196 5064890.878
3826583.8205 461041.021196 5064886.083
3826590.4925 461028.842197 5064882.175
3826593.0105 461021.160197 5064880.98
3826589.8815 461012.254197 5064884.134
3826590.8885 461004.124197 5064884.112
3826581.7995 460998.392196 5064891.453
3826571.4865 460998.986195 5064899.14
3826566.7995 461001.550195 5064902.426
3826561.0565 461006.369194 5064906.301
3826557.9235 461023.707194 5064907.087
3826558.4525 461031.588194 5064905.977
3826563.4475 461043.574195 5064901.145
3826574.0945 461047.864195 5064892.765
3826581.5345 461047.956196 5064887.172
3826589.5425 461041.302197 5064881.763
3826597.9885 461028.593197 5064876.571
3826597.0315 461011.026197 5064878.878
3826596.8145 460997.283197 5064880.282
3826585.6115 460992.916196 5064889.087
3826573.9675 460992.191195 5064897.892
3826567.5745 460993.250195 5064902.595
3826556.2505 461006.503194 5064909.897
3826549.7775 461023.012194 5064913.263
3826551.1235 461035.050194 5064911.165
3826556.9565 461040.527194 5064906.292
3826562.7175 461052.851195 5064900.854
3826577.4495 461056.665196 5064889.451
3826584.5395 461054.769196 5064884.3
3826595.9975 461046.957197 5064876.406
3826598.6715 461039.287197 5064875.092
3826603.7385 461019.411198 5064873.085
3826600.9405 461013.887197 5064875.685
3826605.2955 461010.467198 5064872.725
3826585.0735 460981.955196 5064890.481
3826564.7395 460986.971195 5064905.291
3826551.0095 460998.299194 5064914.572
3826546.1725 461013.473193 5064916.832
3826556.1315 461055.945194 5064905.517
3826573.6805 461059.292195 5064892.043
3826586.4985 461061.863196 5064882.189
3826607.8225 461026.590198 5064869.371
3826527.8815 460940.655192 5064937.143
3826530.3325 460940.201192 5064935.344
3826532.79351 460924.878192 5064934.882
3826525.02151 460912.584192 5064941.827
3826521.70151 460910.152192 5064944.539
3826512.14451 460913.012191 5064951.454
3826504.19651 460922.34219 5064956.577
3826500.5005 460929.05419 5064958.744
3826505.3345 460941.78019 5064953.966
3826509.3075 460947.981191 5064950.423
3826517.2205 460948.636191 5064944.424
3826522.3315 460953.408192 5064940.156
3826531.2955 460946.188192 5064934.08
3826536.52151 460934.781193 5064931.189
3826537.29851 460928.557193 5064931.168
3826537.08251 460920.171193 5064932.088
3826526.72151 460908.930192 5064940.881
3826520.94351 460905.931192 5064945.489
3826509.86351 460905.894191 5064953.809
3826501.05451 460915.45019 5064959.558
3826496.9205 460923.44319 5064961.938
3826497.1755 460935.10719 5064960.693
3826501.4085 460949.98819 5064956.171
3826514.1665 460956.915191 5064945.968
3826523.8555 460962.908192 5064938.154
3826533.0255 460952.786192 5064932.186
3826539.89751 460940.539193 5064928.134
3826542.65551 460933.155193 5064926.731
3826539.61751 460914.920193 5064930.66
3826531.66051 460900.448192 5064937.941
3826522.53951 460896.447192 5064945.148
3826515.53551 460900.265191 5064950.061
3826503.80151 460900.90319 5064958.811
3826493.08951 460915.08419 5064965.57
3826490.5325 460923.602189 5064966.71899
3826489.7065 460939.517189 5064965.90099
3826493.5865 460945.88019 5064962.41299
3826504.6585 460960.35819 5064952.794
3826510.0365 460959.840191 5064948.804
3826510.0365 460966.093191 5064948.239
3826540.9525 460957.174193 5064925.839
3826548.57851 460932.938194 5064922.305
3826548.19751 460912.976194 5064924.395
3826540.27551 460900.877193 5064931.436
3826505.24851 460892.38819 5064958.494
3826493.32151 460909.82319 5064965.871
3826484.5215 460922.503189 5064971.33099
3826497.4255 460961.51719 5064958.119
3826640.76751 460946.6862 5064851.863
3826639.74351 460949.5382 5064852.374
3826649.06951 460959.139201 5064844.506
3826661.88151 460956.316202 5064835.144
3826665.39051 460953.832202 5064832.734
3826668.62451 460942.216202 5064831.357
3826666.47451 460929.403202 5064834.129
3826663.82051 460922.371202 5064836.757
3826652.31351 460921.824201 5064845.443
3826645.82251 460923.306201 5064850.182
3826641.03951 460931.5552 5064853.027
3826634.92051 460934.9142 5064857.316
3826635.04651 460947.8662 5064856.05
3826640.13351 460958.6792 5064851.255
3826644.04351 460962.338201 5064847.989
